color,director_name,num_critic_for_reviews,duration,actor_1_name,gross,movie_title,genres
Color,Jonathan Glazer,454,108,Scarlett Johansson,2605039,Under the Skin ,Drama|Horror|Sci-Fi|Thriller
Color,Barry Levinson,62,121,Robin Williams,123922370,"Good Morning, Vietnam ",Biography|Comedy|Drama|War
Color,Hyung-rae Shim,4,100,Jason Mewes,163591,The Last Godfather ,Comedy
Color,Jon M. Chu,84,115,Usher Raymond,73000942,Justin Bieber: Never Say Never ,Documentary|Music
Color,Darren Aronofsky,669,108,Natalie Portman,106952327,Black Swan ,Drama|Thriller
Color,José Padilha,492,117,Gary Oldman,58607007,RoboCop ,Action|Crime|Sci-Fi|Thriller
Color,Francis Ford Coppola,149,220,Robert De Niro,57300000,The Godfather: Part II ,Crime|Drama
Color,Thomas Carter,101,112,Sean Patrick Thomas,91038276,Save the Last Dance ,Drama|Music|Romance
Color,Renny Harlin,102,99,Tuesday Knight,49369900,A Nightmare on Elm Street 4: The Dream Master ,Fantasy|Horror|Thriller
Color,Patricia Riggen,63,109,Jennifer Garner,61693523,Miracles from Heaven ,Drama
Color,Danny Leiner,106,83,Jennifer Garner,46729374,"Dude, Where's My Car? ",Comedy|Mystery
Color,Christopher Cain,50,107,Jack Palance,44726644,Young Guns ,Action|Crime|Drama|Thriller|Western
Color,Theodore Melfi,275,102,Bill Murray,44134898,St. Vincent ,Comedy|Drama
Color,Steve Pink,90,100,Joe Lo Truglio,48637684,About Last Night ,Comedy|Romance
Color,Gil Junger,133,97,Joseph Gordon-Levitt,38176108,10 Things I Hate About You ,Comedy|Drama|Romance
Color,Ed Decter,49,92,Zooey Deschanel,28972187,The New Guy ,Comedy
Color,Gene Quintano,19,84,Jon Lovitz,27979400,Loaded Weapon 1 ,Action|Comedy|Crime
Color,Jaume Collet-Serra,186,86,Óscar Jaenada,54257433,The Shallows ,Drama|Horror|Thriller
Color,Eric Bress,185,120,Logan Lerman,23947,The Butterfly Effect ,Sci-Fi|Thriller
Color,Chris Koch,42,89,Chris Elliott,60008303,Snow Day ,Adventure|Comedy|Family
Color,Preston A. Whitmore II,37,117,Mekhi Phifer,49121934,This Christmas ,Comedy|Drama|Romance
Color,Bob Clark,45,97,Kathleen Turner,27141959,Baby Geniuses ,Comedy|Crime|Family|Sci-Fi
Color,Kirk Wong,57,91,Bokeem Woodbine,27052167,The Big Hit ,Action|Comedy|Crime|Thriller
Color,Bronwen Hughes,25,100,Gregory Smith,26539321,Harriet the Spy ,Comedy|Drama|Family
Color,John Lafia,59,72,Jenny Agutter,28501605,Child's Play 2 ,Fantasy|Horror
Color,Sam Miller,58,84,Leslie Bibb,52543632,No Good Deed ,Crime|Thriller
Color,Frank Darabont,330,126,Toby Jones,25592632,The Mist ,Horror
Black and White,Alex Garland,489,108,Elina Alminas,25440971,Ex Machina ,Drama|Mystery|Sci-Fi|Thriller
Color,Spike Jonze,242,112,Willie Garson,22858926,Being John Malkovich ,Comedy|Drama|Fantasy
Color,Mark Brown,40,90,Mo'Nique,22235901,Two Can Play That Game ,Comedy|Romance
Color,Dave Green,112,91,Teo Halm,38916903,Earth to Echo ,Adventure|Family|Sci-Fi
Color,John Stockwell,84,135,Kirsten Dunst,16929123,Crazy/Beautiful ,Drama|Romance
Color,Clint Eastwood,251,141,Yuki Matsuzaki,13753931,Letters from Iwo Jima ,Drama|History|War
Color,Michael Polish,113,104,J.K. Simmons,10996440,The Astronaut Farmer ,Adventure|Drama|Sci-Fi
Color,Daisy von Scherler Mayer,23,84,LL Cool J,8026971,Woo ,Comedy|Romance
Color,Lenny Abrahamson,421,118,Joan Allen,14677654,Room ,Drama
Color,Bob Saget,32,82,Don Rickles,9975684,Dirty Work ,Comedy
Color,John Waters,52,95,Kathleen Turner,7881335,Serial Mom ,Comedy|Crime|Thriller
Color,Andrew Fleming,81,94,Ryan Reynolds,6241697,Dick ,Comedy
Color,Niels Arden Oplev,,88,Michael Nyqvist,,Del 1 - Män som hatar kvinnor ,Action|Crime|Mystery|Thriller
Color,Craig Bolotin,39,99,Rosario Dawson,5871603,Light It Up ,Drama|Thriller
Color,Mark Christopher,63,121,Salma Hayek,16574731,54 ,Drama|Music
Color,Blair Hayes,47,84,Jake Gyllenhaal,5002310,Bubble Boy ,Adventure|Comedy|Romance|Sci-Fi
Color,Jez Butterworth,111,93,Mark Gatiss,4919896,Birthday Girl ,Comedy|Crime|Thriller
Color,Jon Lucas,168,93,Justin Chon,25675765,21 & Over ,Comedy
Color,Olivier Assayas,165,120,Steve Buscemi,4857376,"Paris, je t'aime ",Comedy|Drama|Romance
Color,Rod Lurie,104,112,Harry Lennix,3169424,Resurrecting the Champ ,Drama|Sport
Color,Paul Weitz,150,107,Tina Fey,18004225,Admission ,Comedy|Drama|Romance
Color,Patrice Leconte,61,112,Emir Kusturica,3058380,The Widow of Saint-Pierre ,Drama|Romance
Color,Atom Egoyan,226,96,Liam Neeson,3074838,Chloe ,Drama|Mystery|Romance|Thriller
Color,Paul Mazursky,21,91,Chazz Palminteri,2104000,Faithful ,Comedy|Crime|Drama
Color,Jim Sheridan,217,105,Natalie Portman,28501651,Brothers ,Drama|Thriller
Color,Sidney Lumet,94,125,Peter Dinklage,1172769,Find Me Guilty ,Biography|Comedy|Crime|Drama
Color,Stephen Chbosky,364,102,Logan Lerman,17738570,The Perks of Being a Wallflower ,Drama|Romance
Color,Jon Hess,19,87,Burt Young,1200000,Excessive Force ,Action
Color,Douglas McGrath,129,118,Toby Jones,1150403,Infamous ,Biography|Crime|Drama
Color,Michael Winterbottom,71,115,Milla Jovovich,403932,The Claim ,Drama|Romance|Western
Color,Mark Neveldine,93,91,Djimon Hounsou,1712111,The Vatican Tapes ,Horror|Thriller
Color,Joe Cornish,399,88,John Boyega,1024175,Attack the Block ,Action|Comedy|Sci-Fi|Thriller
Color,Angelina Jolie Pitt,110,127,Jelena Jovanova,301305,In the Land of Blood and Honey ,Drama|Romance|War
Color,Brad Anderson,285,94,Michael Imperioli,51872378,The Call ,Crime|Thriller
Color,John H. Lee,2,115,Liam Neeson,31662,Operation Chromite ,Action|Drama|History|War
Color,John Stainton,61,90,Steve Irwin,28399192,The Crocodile Hunter: Collision Course ,Action|Adventure|Comedy|Family
Color,Glenn Ficarra,242,102,Dameon Clarke,2035566,I Love You Phillip Morris ,Biography|Comedy|Crime|Drama|Romance
Color,Jean-Jacques Annaud,62,100,Rae Dawn Chong,,Quest for Fire ,Adventure|Drama|History
Color,Denzel Washington,121,117,Denzel Washington,21078145,Antwone Fisher ,Biography|Drama
Color,Michael Hoffman,83,109,Gabriel Millman,14060950,The Emperor's Club ,Drama
Color,Tony Scott,122,121,Brad Pitt,12281500,True Romance ,Action|Crime|Drama|Romance|Thriller
Color,Benedek Fliegauf,88,111,Eva Green,,Womb ,Drama|Romance|Sci-Fi
Color,James Foley,120,100,Kevin Spacey,10725228,Glengarry Glen Ross ,Crime|Drama|Mystery
Color,Michael Winterbottom,225,109,Liam Aiken,214966,The Killer Inside Me ,Crime|Drama|Thriller
Color,Paul Schrader,130,93,Ed Begley Jr.,,Cat People ,Fantasy|Horror|Thriller
Color,Stewart Hendler,167,101,Julian Morris,11956207,Sorority Row ,Horror|Mystery
Black and White,John Cromwell,7,101,David Niven,,The Prisoner of Zenda ,Adventure|Drama|Romance
Color,Craig Gillespie,226,106,Ryan Gosling,5949693,Lars and the Real Girl ,Comedy|Drama|Romance
Color,Mark Herman,185,94,Richard Johnson,9030581,The Boy in the Striped Pajamas ,Drama|War
Color,Lars von Trier,177,140,Catherine Deneuve,4157491,Dancer in the Dark ,Crime|Drama|Musical
Color,Gillian Armstrong,28,132,Tom Wilkinson,1508689,Oscar and Lucinda ,Drama|Romance
Color,Abel Ferrara,48,99,Isabella Rossellini,1227324,The Funeral ,Crime|Drama
Color,Brian Koppelman,116,90,Jenna Fischer,4360548,Solitary Man ,Comedy|Drama|Romance
Color,Ethan Maniquis,391,105,Robert De Niro,26589953,Machete ,Action|Crime|Thriller
Color,George Hickenlooper,117,108,Kevin Spacey,1039869,Casino Jack ,Biography|Comedy|Crime|Drama
Color,Don Bluth,24,69,Judith Barsi,48092846,The Land Before Time ,Adventure|Animation|Family
Color,Je-kyu Kang,86,148,Min-sik Choi,1110186,Tae Guk Gi: The Brotherhood of War ,Action|Drama|War
Black and White,William Dear,41,118,Clifton Collins Jr.,1089445,The Perfect Game ,Comedy|Drama|Family|Sport
Color,William Friedkin,304,132,Ellen Burstyn,204565000,The Exorcist ,Horror
Color,Steven Spielberg,385,130,Roy Scheider,260000000,Jaws ,Adventure|Drama|Thriller
Color,Paul Weitz,145,95,Alyson Hannigan,101736215,American Pie ,Comedy
Color,Stéphane Aubier,99,80,Mackenzie Foy,71442,Ernest & Celestine ,Animation|Comedy|Crime|Drama|Family
Color,Michael Ritchie,29,94,Victor Wong,79817937,The Golden Child ,Action|Adventure|Comedy|Fantasy|Mystery
Color,Tim Story,77,122,Chris Brown,91547205,Think Like a Man ,Comedy|Romance
Color,Tim Story,91,102,Sean Patrick Thomas,75074950,Barbershop ,Comedy|Drama
Color,Nicholas Meyer,148,116,Leonard Nimoy,78900000,Star Trek II: The Wrath of Khan ,Action|Adventure|Sci-Fi
Color,Tom Shadyac,61,78,Sean Young,72217000,Ace Ventura: Pet Detective ,Comedy
Color,John Badham,84,114,Matthew Broderick,79568000,WarGames ,Sci-Fi|Thriller
Color,Peter Weir,83,112,Harrison Ford,65500000,Witness ,Crime|Drama|Romance|Thriller
Color,Mike McCoy,216,110,Alex Veadov,70011073,Act of Valor ,Action|Adventure|Drama|Thriller|War
Color,Anne Fletcher,107,104,Channing Tatum,65269010,Step Up ,Crime|Drama|Music|Romance
Color,Mike Judge,63,81,Bruce Willis,63071133,Beavis and Butt-Head Do America ,Adventure|Animation|Comedy|Crime
Color,Quentin Tarantino,140,154,Robert De Niro,39647595,Jackie Brown ,Crime|Thriller
Color,Jon Hurwitz,153,102,Danneel Ackles,38087366,Harold & Kumar Escape from Guantanamo Bay ,Adventure|Comedy
Color,Josh Trank,414,89,Michael Kelly,64572496,Chronicle ,Drama|Sci-Fi|Thriller
Color,Barbra Streisand,16,132,Miriam Margolyes,30400000,Yentl ,Drama|Musical|Romance
Color,Terry Gilliam,139,103,Shelley Duvall,42365600,Time Bandits ,Adventure|Comedy|Fantasy|Sci-Fi
Color,Tamra Davis,111,93,Britney Spears,37188667,Crossroads ,Comedy|Drama
Color,Nima Nourizadeh,229,93,Dax Flame,54724272,Project X ,Comedy|Crime
Color,Franklin J. Schaffner,112,172,George C. Scott,,Patton ,Biography|Drama|War
Color,Mark Romanek,207,96,Robin Williams,31597131,One Hour Photo ,Drama|Thriller
Color,John Erick Dowdle,198,89,Andrew Fiscella,31691811,Quarantine ,Horror|Sci-Fi|Thriller
Color,David Moreau,172,92,Chloë Grace Moretz,31397498,The Eye ,Horror|Mystery
Color,Christopher Erskin,45,97,Vanessa Williams,31179516,Johnson Family Vacation ,Comedy
Color,Jesse Dylan,34,93,Hector Elizondo,31155435,How High ,Comedy|Fantasy
Color,Brian Henson,75,89,Steven Mackintosh,27281507,The Muppet Christmas Carol ,Comedy|Drama|Family|Fantasy|Musical
Black and White,Martin Campbell,400,144,Eva Green,167007184,Casino Royale ,Action|Adventure|Thriller
Black and White,Julie Taymor,128,123,Salma Hayek,25776062,Frida ,Biography|Drama|Romance
Color,Dan Cutforth,68,93,Lexie Contursi,25240988,Katy Perry: Part of Me ,Documentary|Music
Color,Josh Boone,326,133,Shailene Woodley,124868837,The Fault in Our Stars ,Drama|Romance
Color,John Dahl,128,121,Matt Damon,22905674,Rounders ,Crime|Drama
Color,Chris Rock,161,102,Rosario Dawson,25277561,Top Five ,Comedy|Romance
Color,John Frankenheimer,70,102,Talia Shire,,Prophecy ,Horror|Sci-Fi
Color,David Koepp,164,99,Illeana Douglas,21133087,Stir of Echoes ,Horror|Mystery|Thriller
Color,,68,55,Peter Mensah,,Spartacus: War of the Damned ,Action|Adventure|Biography|Drama|History
Color,Stephen Frears,354,98,Steve Coogan,37707719,Philomena ,Biography|Drama
Color,Mike Binder,125,118,Alicia Witt,18761993,The Upside of Anger ,Comedy|Drama
Color,Franklin J. Schaffner,55,125,Laurence Olivier,,The Boys from Brazil ,Drama|Thriller
Color,Elizabeth Allen Rosenbaum,66,104,Tammin Sursok,18595716,Aquamarine ,Comedy|Family|Fantasy|Romance
Color,Jake Schreier,191,109,Nat Wolff,31990064,Paper Towns ,Drama|Mystery|Romance
Color,Cheryl Dunye,33,86,Michael Imperioli,17321573,My Baby's Daddy ,Comedy
Black and White,Alexander Payne,433,115,Devin Ratray,17613460,Nebraska ,Adventure|Comedy|Drama
Color,Ernest R. Dickerson,66,92,CCH Pounder,21088568,Tales from the Crypt: Demon Knight ,Action|Fantasy|Horror|Thriller
Color,Tim Hill,37,91,Noel Fisher,17292381,Max Keeble's Big Move ,Comedy|Crime|Family
Color,Jason Reitman,325,94,Charlize Theron,16300302,Young Adult ,Comedy|Drama
Color,Mark Neveldine,170,93,Jason Statham,27829874,Crank ,Action|Crime|Thriller
Color,Lionel C. Martin,11,93,Bernie Mac,13960203,How to Be a Player ,Comedy
Color,Richard LaGravenese,24,100,Holly Hunter,12902790,Living Out Loud ,Comedy|Drama|Romance
Color,Sanaa Hamri,70,100,Common,21520719,Just Wright ,Comedy|Romance|Sport
Color,Jonathan Demme,232,113,Anne Hathaway,12796277,Rachel Getting Married ,Drama|Romance
Color,Bob Rafelson,34,122,Anjelica Huston,,The Postman Always Rings Twice ,Crime|Drama|Romance|Thriller
Color,Peter Webber,160,100,Scarlett Johansson,11634362,Girl with a Pearl Earring ,Biography|Drama|Romance
Color,Wolfgang Petersen,96,293,Jürgen Prochnow,11433134,Das Boot ,Adventure|Drama|Thriller|War
Color,John Lee Hancock,106,137,Dennis Quaid,22406362,The Alamo ,Drama|History|War|Western
Color,Wallace Wolodarsky,53,93,Heather Matarazzo,10198766,Sorority Boys ,Comedy
Color,Richard Curtis,274,123,Tom Hughes,15294553,About Time ,Drama|Fantasy|Romance
Color,Yimou Zhang,248,119,Takeshi Kaneshiro,11041228,House of Flying Daggers ,Action|Adventure|Drama|Romance
Color,Nicholas Jarecki,288,107,Nate Parker,7918283,Arbitrage ,Drama|Thriller
Color,Dean Israelite,177,106,Gary Weeks,22331028,Project Almanac ,Sci-Fi|Thriller
Color,Darnell Martin,81,109,Cedric the Entertainer,8134217,Cadillac Records ,Biography|Drama|Music
Color,Scott Alexander,29,81,Sarah Silverman,6982680,Screwed ,Comedy|Crime
Color,Stuart Gordon,58,95,Christopher Lambert,6739141,Fortress ,Action|Crime|Sci-Fi|Thriller
Color,Christopher Guest,144,86,John Michael Higgins,5542025,For Your Consideration ,Comedy
Black and White,Woody Allen,114,113,Melanie Griffith,5032496,Celebrity ,Comedy|Drama
Color,Ryan Murphy,132,122,Jill Clayburgh,6754898,Running with Scissors ,Comedy|Drama
Color,Robert Iscove,60,90,Anika Noni Rose,4922166,From Justin to Kelly ,Comedy|Musical|Romance
Color,Spike Lee,30,108,Michael Imperioli,4903000,Girl 6 ,Comedy|Drama
Color,Jane Campion,138,113,Jennifer Jason Leigh,4717455,In the Cut ,Mystery|Thriller
Color,James Gray,190,110,Isabella Rossellini,3148482,Two Lovers ,Drama|Romance
Color,Fred Schepisi,61,109,Bob Hoskins,2326407,Last Orders ,Drama
Color,Joon-ho Bong,363,110,Doona Bae,2201412,The Host ,Comedy|Drama|Horror|Sci-Fi
Color,Roger Spottiswoode,2,100,Robert Duvall,,The Pursuit of D.B. Cooper ,Adventure|Crime|Thriller
Color,Antonia Bird,131,101,Jeremy Davies,2060953,Ravenous ,Fantasy|Horror|Thriller
Color,Jon Poll,146,97,Robert Downey Jr.,3950294,Charlie Bartlett ,Comedy|Drama|Romance
Color,Paolo Sorrentino,280,172,Toni Servillo,2835886,The Great Beauty ,Drama
Color,Peter Care,78,104,Kieran Culkin,1779284,The Dangerous Lives of Altar Boys ,Comedy|Drama
Color,Chan-wook Park,469,99,Mia Wasikowska,1702277,Stoker ,Drama|Thriller
Black and White,Kar-Wai Wong,194,129,Li Gong,261481,2046 ,Drama|Romance|Sci-Fi
Color,Ira Sachs,121,91,David Richmond-Peck,1506998,Married Life ,Crime|Drama|Romance
Color,Carroll Ballard,38,100,Eamonn Walker,860002,Duma ,Adventure|Drama|Family
Color,Neil Jordan,123,111,Tony Curran,548934,Ondine ,Drama|Mystery|Romance
Color,Takeshi Kitano,81,114,Omar Epps,447750,Brother ,Crime|Drama|Thriller
Color,Anthony Russo,72,86,Michael Jeter,333976,Welcome to Collinwood ,Comedy|Crime
Color,Sidney Lumet,25,107,Kyra Sedgwick,141853,Critical Care ,Comedy|Drama
Color,Vadim Perelman,78,90,Eva Amurri Martino,303439,The Life Before Her Eyes ,Drama|Mystery|Thriller
Color,Lawrence Kasdan,57,103,Dianne Wiest,793352,Darling Companion ,Comedy|Drama|Romance
Color,Marco Kreuzpaintner,69,120,Zack Ward,214202,Trade ,Crime|Drama|Thriller
Color,Lajos Koltai,73,134,Marcell Nagy,195888,Fateless ,Drama|Romance|War
Color,Alan Rudolph,42,110,Bruce Willis,175370,Breakfast of Champions ,Comedy
Color,Yimou Zhang,101,95,Honglei Sun,190666,"A Woman, a Gun and a Noodle Shop ",Comedy|Drama
Color,Vincenzo Natali,82,95,David Hewlett,,Cypher ,Mystery|Romance|Sci-Fi|Thriller
Black and White,Chuan Lu,149,132,Ye Liu,119922,City of Life and Death ,Drama|History|War
Color,Tim Johnson,165,94,Jim Parsons,177343675,Home ,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi
Color,Lijun Sun,5,89,Jon Heder,,Legend of Kung Fu Rabbit ,Action|Adventure|Animation|Comedy|Family
Color,Takashi Yamazaki,44,138,Takuya Kimura,,Space Battleship Yamato ,Action|Adventure|Drama|Sci-Fi
Color,Renny Harlin,74,113,Richard Coyle,17149,5 Days of War ,Action|Drama|War
Color,Christopher Smith,156,99,Rachael Carpani,,Triangle ,Fantasy|Mystery|Thriller
Color,Timothy Hines,1,111,Christopher Lambert,14616,10 Days in a Madhouse ,Drama
Color,Randall Wallace,82,99,Jacob Vargas,91443253,Heaven Is for Real ,Biography|Drama
Color,Guy Ritchie,151,104,Jason Statham,30093107,Snatch ,Comedy|Crime
Color,David Winters,3,89,Gary Daniels,,Dancin' It's On ,Family|Musical
Color,Mary Lambert,98,103,Miko Hughes,57469179,Pet Sematary ,Fantasy|Horror
Color,Akira Kurosawa,25,134,Tatsuo Matsumura,48856,Madadayo ,Drama
Color,Jamie Thraves,35,100,Paddy Considine,,The Cry of the Owl ,Drama|Thriller
Color,Mabel Cheung,6,130,Wei Tang,,A Tale of Three Cities ,Drama
Color,Joe Dante,183,106,Phoebe Cates,148170000,Gremlins ,Comedy|Fantasy|Horror
Color,George Lucas,282,125,Harrison Ford,460935665,Star Wars: Episode IV - A New Hope ,Action|Adventure|Fantasy|Sci-Fi
Color,Dan Mazer,158,109,Robert De Niro,35537564,Dirty Grandpa ,Comedy
Color,David Lean,89,200,Julie Christie,111722000,Doctor Zhivago ,Drama|Romance|War
Color,Stephen Daldry,101,114,Wagner Moura,10230,Trash ,Adventure|Crime|Drama|Mystery|Thriller
Color,Kenny Ortega,128,112,Lucas Grabeel,90556401,High School Musical 3: Senior Year ,Comedy|Drama|Family|Music|Musical|Romance
Color,David O. Russell,410,116,Christian Bale,93571803,The Fighter ,Biography|Drama|Sport
Color,Jeff Tremaine,104,92,Bam Margera,72755517,Jackass Number Two ,Action|Comedy|Documentary
Color,Jonathan Lynn,54,120,Fred Gwynne,52929168,My Cousin Vinny ,Comedy|Crime
Color,R.J. Cutler,141,107,Chloë Grace Moretz,50461335,If I Stay ,Drama|Fantasy|Music|Romance
Color,Brian Trenchard-Smith,30,92,Zoe Ventoura,,Drive Hard ,Action|Comedy|Crime
Color,David S. Ward,57,107,Corbin Bernsen,49797148,Major League ,Comedy|Sport
Color,Oliver Parker,56,100,Lily Cole,,St. Trinian's ,Comedy
Color,Joel Schumacher,216,81,Radha Mitchell,46563158,Phone Booth ,Crime|Thriller
Color,Adam Shankman,80,101,Lauren German,41227069,A Walk to Remember ,Drama|Romance
Color,Tim Robbins,77,122,Lois Smith,39025000,Dead Man Walking ,Crime|Drama
Color,Roger Kumble,101,97,Sarah Michelle Gellar,38201895,Cruel Intentions ,Drama|Romance
Color,Kevin Greutert,156,92,Costas Mandylor,27669413,Saw VI ,Horror|Mystery
Color,Mel Brooks,48,92,Madeline Kahn,,History of the World: Part I ,Comedy
Color,Gina Prince-Bythewood,109,110,Nate Parker,37766350,The Secret Life of Bees ,Drama
Color,Rob Pritts,62,86,Vincent Pastore,23978402,Corky Romano ,Comedy|Crime
Color,Brian De Palma,33,91,Steven Bauer,21370057,Raising Cain ,Crime|Drama|Thriller
Color,Norman Jewison,20,145,Sylvester Stallone,,F.I.S.T. ,Drama
Color,Tobe Hooper,52,100,Louise Fletcher,4884663,Invaders from Mars ,Horror|Sci-Fi
Color,John Crowley,351,111,Julie Walters,38317535,Brooklyn ,Drama|Romance
Color,Stanley Kubrick,124,184,Ryan O'Neal,,Barry Lyndon ,Adventure|Drama|History|War
Color,Brendan Malloy,37,89,Lee Majors,13903262,Out Cold ,Comedy|Sport
Color,Reginald Hudlin,58,84,Will Ferrell,13592872,The Ladies Man ,Comedy
Color,Dustin Hoffman,175,98,Luke Newberry,18381787,Quartet ,Comedy|Drama
Color,Gregory Poirier,75,95,Shannon Elizabeth,13558739,Tomcats ,Comedy
Color,Bill Paxton,161,100,Matthew McConaughey,13103828,Frailty ,Crime|Drama|Thriller
Color,Simon Curtis,203,109,Ryan Reynolds,33305037,Woman in Gold ,Biography|Drama|History
Black and White,Bill Condon,188,118,Liam Neeson,10214647,Kinsey ,Biography|Drama
Color,Sam Raimi,221,88,Patricia Tallman,11501093,Army of Darkness ,Comedy|Fantasy|Horror
Color,Dewey Nicks,66,86,Jaime King,4814244,Slackers ,Comedy|Romance
Color,Lasse Hallström,80,118,Johnny Depp,9170214,What's Eating Gilbert Grape ,Drama|Romance
Color,Philip Saville,25,125,Henry Ian Cusick,4068087,The Visual Bible: The Gospel of John ,Biography|Drama|History
Color,Mike Leigh,169,125,Eddie Marsan,3753806,Vera Drake ,Crime|Drama
Color,Daisy von Scherler Mayer,70,94,Michael McKean,3034181,The Guru ,Comedy|Music|Romance
Color,Mira Nair,15,113,Anjelica Huston,2832826,The Perez Family ,Comedy|Drama|Romance
Color,Ethan Coen,535,104,Justin Timberlake,13214255,Inside Llewyn Davis ,Drama|Music
Color,Tim Blake Nelson,92,95,Mekhi Phifer,16017403,O ,Drama|Romance|Thriller
Color,William A. Graham,14,102,Milla Jovovich,2807854,Return to the Blue Lagoon ,Adventure|Drama|Romance
Color,Martin Ritt,13,124,Frank Finlay,,The Molly Maguires ,Drama|History
Color,John Turturro,87,105,Kate Winslet,540085,Romance & Cigarettes ,Comedy|Musical|Romance
Color,Agnieszka Holland,78,104,Phyllida Law,352786,Copying Beethoven ,Biography|Drama|Music
Color,Tobe Hooper,223,120,Heather O'Rourke,76600000,Poltergeist ,Fantasy|Horror
Color,Rowan Joffe,136,111,Sam Riley,,Brighton Rock ,Crime|Drama|Thriller
Color,David Hackl,160,95,Julie Benz,56729973,Saw V ,Horror|Mystery
Color,Giuliano Montaldo,28,96,John Cassavetes,,Machine Gun McCain ,Crime|Drama|Thriller
Color,Lisa Azuelos,54,97,Nora Dunn,,LOL ,Comedy|Drama|Romance
Color,Ray Lawrence,75,118,John Howard,399879,Jindabyne ,Crime|Drama|Mystery|Thriller
Color,Karan Johar,20,193,Shah Rukh Khan,3275443,Kabhi Alvida Naa Kehna ,Drama
Color,Oliver Parker,105,97,Minnie Driver,18535191,An Ideal Husband ,Comedy|Romance
Color,Ruairi Robinson,120,98,Romola Garai,23838,The Last Days on Mars ,Horror|Sci-Fi|Thriller
Color,Jaume Balagueró,108,103,Lena Olin,22160085,Darkness ,Horror
Color,Stanley Kubrick,285,161,Keir Dullea,56715371,2001: A Space Odyssey ,Adventure|Mystery|Sci-Fi
Color,Steven Spielberg,215,120,Henry Thomas,434949459,E.T. the Extra-Terrestrial ,Family|Sci-Fi
Color,Jon Kasdan,81,97,Kristen Stewart,11043445,In the Land of Women ,Comedy|Drama|Romance
Color,Léa Pool,17,97,William Hurt,,The Blue Butterfly ,Adventure|Drama
Color,Floyd Mutrux,5,99,Ricky Schroder,125169,There Goes My Baby ,Comedy|Drama
Color,,3,24,Antonia Thomas,,Lovesick ,Comedy
Color,Sajid Khan,10,144,Arjun Rampal,1165104,Housefull ,Comedy
Color,Christopher Cain,43,111,Jon Gries,1066555,September Dawn ,Drama|History|Romance|Western
Color,Dean Wright,43,145,Santiago Cabrera,5669081,For Greater Glory: The True Story of Cristiada ,Drama|History|War
Color,Eric Lartigau,94,106,Karin Viard,,La Famille Bélier ,Comedy|Drama|Music
Color,Gus Van Sant,161,126,Robin Williams,138339411,Good Will Hunting ,Drama
Color,Shintaro Shimosawa,38,106,Al Pacino,,Misconduct ,Drama|Thriller
Color,Darren Lynn Bousman,210,121,Costas Mandylor,80150343,Saw III ,Horror|Mystery
Color,Ivan Reitman,52,117,Bill Murray,85300000,Stripes ,Action|Comedy|War
Color,Peyton Reed,139,98,Kirsten Dunst,68353550,Bring It On ,Comedy|Sport
Color,James DeMonaco,165,109,Frank Grillo,78845130,The Purge: Election Year ,Action|Horror|Sci-Fi|Thriller
Color,Robert Iscove,96,95,Paul Walker,63319509,She's All That ,Comedy|Romance
Color,Lee Daniels,323,109,Mo'Nique,47536959,Precious ,Drama
Color,Darren Lynn Bousman,190,96,Costas Mandylor,63270259,Saw IV ,Horror|Mystery
Color,Geoffrey Sax,173,101,Deborah Kara Unger,55865715,White Noise ,Drama|Horror|Mystery|Thriller
Color,Tyler Perry,46,107,Boris Kodjoe,63231524,Madea's Family Reunion ,Comedy|Drama|Romance
Color,Martin Scorsese,59,119,Tom Cruise,52293982,The Color of Money ,Drama|Sport
Black and White,Ken Annakin,53,178,Richard Burton,,The Longest Day ,Action|Drama|History|War
Color,Stephen Herek,22,100,Lane Smith,50752337,The Mighty Ducks ,Comedy|Drama|Family|Sport
Color,Takashi Shimizu,203,98,Sarah Michelle Gellar,110175871,The Grudge ,Horror|Mystery|Thriller
Color,Dennis Dugan,77,92,Adam Sandler,38624000,Happy Gilmore ,Comedy|Sport
Color,Victor Salva,190,90,Eileen Brennan,37470017,Jeepers Creepers ,Horror|Mystery
Color,Stephen Herek,81,90,Keanu Reeves,40485039,Bill & Ted's Excellent Adventure ,Adventure|Comedy|Music|Sci-Fi
Color,Carol Reed,56,153,Oliver Reed,16800000,Oliver! ,Drama|Family|Musical
Color,John Madden,264,124,Tom Wilkinson,46377022,The Best Exotic Marigold Hotel ,Comedy|Drama
Color,Chuck Sheetz,44,82,Diedrich Bader,36696761,Recess: School's Out ,Animation|Comedy|Family|Mystery|Sci-Fi
Color,George Miller,117,107,Tina Turner,36200000,Mad Max Beyond Thunderdome ,Action|Adventure|Sci-Fi|Thriller
Color,Mark L. Lester,124,75,Bill Duke,,Commando ,Action|Adventure|Thriller
Color,William Brent Bell,159,97,Lauren Cohan,35794166,The Boy ,Horror|Mystery|Thriller
Color,John Erick Dowdle,273,80,Bojana Novakovic,33583175,Devil ,Horror|Mystery|Thriller
Color,Marcus Raboy,26,85,John Witherspoon,32983713,Friday After Next ,Comedy|Drama
Color,Leigh Whannell,242,97,Lin Shaye,52200504,Insidious: Chapter 3 ,Fantasy|Horror|Thriller
Color,Michael Schultz,55,109,Mike Starr,33000000,The Last Dragon ,Action|Comedy|Drama|Music
